İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
17/04/2020,Hyundai,Diğer,Diğer,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,78000,108000
17/04/2020,Hyundai,Diğer,Diğer,2017.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,100000,85900
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,77000,83900
17/04/2020,Hyundai,Diğer,Diğer,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,49200,155550
27/05/2020,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2017.0,Dizel,Otomatik Vites,1301-1600 cc,151-175 BG,Lacivert ,Sedan,Galeriden,2. El,52500,208500
17/04/2020,Hyundai,Diğer,Diğer,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,78800,99900
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,93000,101950
17/04/2020,Hyundai,Accent Blue,1.4 CVVT Mode,2012.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,179000,80900
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Prime,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,91900
17/04/2020,Hyundai,Diğer,Diğer,2014.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,135000,86500
17/04/2020,Hyundai,Diğer,Diğer,2011.0,Benzin/LPG,Otomatik Vites,1801-2000 cc,Bilmiyorum,Siyah ,Spor / Coupe,Galeriden,2. El,137000,131500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,189000,98750
17/04/2020,Hyundai,Getz,1.5 CRDi Classic,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,118000,51900
17/04/2020,Hyundai,Kona,1.6 CRDI Elite Smart,2019.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Arazi Aracı,Galeriden,2. El,2850,198500
17/04/2020,Hyundai,Diğer,Diğer,2014.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,89315,153500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Prime,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,98000,113500
17/04/2020,Hyundai,Diğer,Diğer,2010.0,Benzin/LPG,Yarı Otomatik Vites,3501-4000 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,190000,105900
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,38000,122000
17/04/2020,Hyundai,Diğer,Diğer,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,72000,89500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,120000,102750
17/04/2020,Hyundai,Accent,1.3 LS,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,280000,21000
17/04/2020,Hyundai,Diğer,Diğer,2014.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,106000,142500
17/04/2020,Hyundai,Diğer,Diğer,2010.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,163000,61000
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,44133,114000
13/06/2020,Volkswagen,Polo,1.4 TDI Comfortline,2017.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,142000,123500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,59924,112750
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,62357,114000
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,43467,110500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,42640,108750
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,46027,113500
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Prime,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,118000,88700
17/04/2020,Hyundai,Diğer,Diğer,2014.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,96000,98900
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,84000,110750
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,84000,110750
17/04/2020,Hyundai,Diğer,Diğer,2017.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,59000,112999
17/04/2020,Hyundai,Accent,1.5 CRDi Admire,2005.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,234000,33999
17/04/2020,Hyundai,Diğer,Diğer,2019.0,Benzin,Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,16000,139500
17/04/2020,Hyundai,Accent Era,1.5 CRDi Mode,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,156000,52500
17/04/2020,Hyundai,Elantra,1.6 CRDi Style Plus,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,42000,155850
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,52000,98850
17/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,148000,68850
17/04/2020,Hyundai,Tucson,1.6 CRDI N Line Plus,2020.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,4000,316000
17/04/2020,Hyundai,Diğer,Diğer,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,51500
17/04/2020,Hyundai,Diğer,Diğer,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,145200,68950
27/05/2020,Jaguar,XF,2.0 D Prestige Plus,2017.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,26100,634500
16/04/2020,Hyundai,Tucson,1.6 GDI Elite Plus,2016.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,151-175 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,119500,199750
16/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,25500,118000
15/04/2020,Hyundai,I20,"1.2 D-CVVT
",2014.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,193000,42000
15/04/2020,Hyundai,I30,1.6 CVVT Style Plus,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,364000,46500
14/04/2020,Hyundai,Diğer,Diğer,2013.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,154000,99000
13/04/2020,Hyundai,Accent,1.6 Admire,2006.0,Benzin/LPG,Düz Vites,1601-1800 cc,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,736000,24500
13/04/2020,Hyundai,Accent,1.5 GLS,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Mavi ,Sedan,Sahibinden,2. El,125000,29500
12/04/2020,Hyundai,Trajet,"2.0 CRDi GLS
",2001.0,Dizel,Düz Vites,1801-2000 cc,101-125 BG,Mavi ,MPV,Galeriden,2. El,205000,42500
12/04/2020,Hyundai,Getz,1.3 GLS,2005.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,33000,54750
11/04/2020,Hyundai,I20,1.2 D-CVVT Jump,2013.0,Benzin/LPG,Düz Vites,1300 cc ve altı,100 BG ve altı,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,125000,63500
11/04/2020,Hyundai,Coupe,1.6 FX,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Spor / Coupe,Sahibinden,2. El,230000,47990
10/04/2020,Hyundai,Accent,1.6 Era Select,2008.0,Benzin/LPG,Otomatik Vites,1601-1800 cc,101-125 BG,Yeşil ,Sedan,Sahibinden,2. El,175000,58500
10/04/2020,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,183000,58000
09/04/2020,Hyundai,I20,"1.2 D-CVVT
",2013.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,58000,76500
09/04/2020,Hyundai,I20,1.2 MPI Elite Blue,2015.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,42000,83000
09/04/2020,Hyundai,Accent,1.3 1.3i,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Spor / Coupe,Sahibinden,2. El,260000,20000
08/04/2020,Hyundai,i20 Active,1.4 MPI Elite,2013.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,123734,52500
08/04/2020,Hyundai,Accent,1.3 LS,1998.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Eflatun ,Sedan,Sahibinden,2. El,180000,20000
07/04/2020,Hyundai,I20,1.2 Team,2011.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,125000,45300
12/05/2020,Mercedes,Vito,110 D,2000.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Camlı Van,Galeriden,2. El,250000,49500
07/04/2020,Hyundai,Accent,1.5 1.5i GLS,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,310,25750
07/04/2020,Hyundai,Accent Era,1.4 Era Team,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Lacivert ,Sedan,Galeriden,2. El,400000,32900
07/04/2020,Hyundai,Tucson,1.6 CRDI Style,2018.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Bej ,Arazi Aracı,Sahibinden,0 km,0,222000
07/04/2020,Hyundai,I20,1.4 MPI Style,2019.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,32000,125900
06/04/2020,Hyundai,i20 Active,1.4 MPI Elite,2017.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,16500,118000
06/04/2020,Hyundai,Accent Blue,1.6 CRDI Biz,2012.0,Dizel,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Galeriden,2. El,226000,71000
05/04/2020,Hyundai,I20,1.4 MPI Elite,2015.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,114000,97000
04/04/2020,Hyundai,I30,1.6 CRDi Elite,2015.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Station Wagon,Sahibinden,2. El,93000,133000
02/04/2020,Hyundai,i20 Troy,1.4 CRDi Mode,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,150000,59750
02/04/2020,Hyundai,Elantra,1.6 D-CVVT Mode Plus,2012.0,Benzin/LPG,Düz Vites,1601-1800 cc,126-150 BG,Gümüş Gri ,Sedan,Galeriden,2. El,93023,92750
02/04/2020,Hyundai,IX35,1.6 GDI 4x2 Style Plus,2012.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,104000,132000
02/04/2020,Hyundai,I40,1.6 GDI Prime,2014.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Beyaz ,Sedan,Sahibinden,2. El,65000,122000
02/04/2020,Hyundai,I30,1.6 CRDi Elite Plus,2016.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Station Wagon,Sahibinden,2. El,35000,162000
02/04/2020,Hyundai,Accent,1.3 Admire,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,140000,45750
01/04/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Füme ,Sedan,Sahibinden,2. El,78000,104750
01/04/2020,Hyundai,I20,1.4 MPI Elite Smart,2019.0,Benzin,Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,4100,146500
01/04/2020,Hyundai,Getz,1.5 CRDi VGT,2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Siyah ,Hatchback 5 Kapı,Sahibinden,2. El,183000,50000
01/04/2020,Hyundai,I20,-,2018.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,25000,113000
30/03/2020,Hyundai,Getz,1.5 CRDi VGT,2007.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,240000,38700
27/05/2020,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
29/03/2020,Hyundai,I20,1.4 MPI Elite Smart,2015.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,51000,117500
29/03/2020,Hyundai,Accent Era,1.5 CRDi Team,2011.0,Dizel,Düz Vites,Bilmiyorum,Bilmiyorum,Gümüş Gri ,Sedan,Sahibinden,2. El,230000,46000
27/03/2020,Hyundai,I20,1.2 D-CVVT Jump,2012.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,330000,36000
27/03/2020,Hyundai,Getz,1.4 DOHC 1.4 AB AC,2008.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,1000,49800
27/03/2020,Hyundai,I20,1.4 MPI Elite Smart,2016.0,Benzin,Otomatik Vites,3501-4000 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,52000,112000
26/03/2020,Hyundai,I20,1.2 MPI Jump,2014.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,200000,34900
26/03/2020,Hyundai,Tucson,2.0 CRDi Select,2007.0,Dizel,Otomatik Vites,1801-2000 cc,126-150 BG,Siyah ,Arazi Aracı,Sahibinden,2. El,275000,69750
26/03/2020,Hyundai,Elantra,1.6 GLS,2003.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,304000,44250
26/03/2020,Hyundai,Accent,1.5 1.5i LS,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,252000,29100
26/03/2020,Hyundai,Accent,1.3 LX,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,304000,27750
25/03/2020,Hyundai,Tucson,1.6 GDI Style,2015.0,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,75000,160000
24/03/2020,Hyundai,Accent,1.5 CRDi Admire,2003.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Yeşil ,Sedan,Sahibinden,Hasarlı,217850,25750
23/03/2020,Hyundai,IX35,1.6 GDI Elite,2014.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,126-150 BG,Beyaz ,Arazi Aracı,Sahibinden,0 km,58000,150000
23/03/2020,Hyundai,Accent Era,1.5 CRDi Team,2011.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Sahibinden,2. El,153000,57000
22/03/2020,Hyundai,Accent,1.5 CRDi Admire,2004.0,Dizel,Düz Vites,1601-1800 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,220000,34500
21/03/2020,Hyundai,Accent,1.3 LS,1998.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,265000,20000
21/03/2020,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015.0,Dizel,Düz Vites,1601-1800 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,60000,117500
20/03/2020,Hyundai,Diğer,Diğer,2012.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,24000,59950
20/03/2020,Hyundai,Accent Era,1.5 CRDi Select,2011.0,Dizel,Düz Vites,Bilmiyorum,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,215000,49000
12/05/2020,Jeep,Cherokee,5.2,2000.0,Benzin/LPG,Otomatik Vites,2001-2500 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,249038,70750
19/03/2020,Hyundai,Accent Era,1.5 CRDi-VGT Select,2010.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,207000,48750
19/03/2020,Hyundai,Tucson,1.6 T-GDI Elite,2018.0,Benzin,Otomatik Vites,1301-1600 cc,176-200 BG,Beyaz ,Diğer,Sahibinden,2. El,7000,232000
23/12/2019,Hyundai,Santa Fe,2.0 CRDi,2005.0,Dizel,Otomatik Vites,1801-2000 cc,100 BG ve altı,Gri ,Crossover,Sahibinden,2. El,234531,50000
27/05/2020,Jaguar,XF,2.0 D Prestige Plus,2017.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,26100,634500
12/05/2020,Infiniti,Diğer,Diğer,2015.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,55000,472500
10/05/2020,Infiniti,G,G35 Coupe,2005.0,Benzin,Yarı Otomatik Vites,3001-3500 cc,301-325 BG,Kırmızı ,Spor / Coupe,Sahibinden,2. El,110000,209900
18/04/2020,Infiniti,FX,FX30d S,2011.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,265000,239000
18/04/2020,Infiniti,FX,FX30d S,2011.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,162856,238000
18/04/2020,Infiniti,FX,FX45,2004.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,115000,140000
17/04/2020,Infiniti,Diğer,Diğer,2015.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,55000,472500
17/04/2020,Infiniti,QX,QX4,1999.0,Benzin/LPG,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,314000,54500
17/04/2020,Infiniti,FX,FX35,2006.0,Benzin/LPG,Otomatik Vites,3001-3500 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,148000,122500
17/04/2020,Infiniti,FX,FX30d S,2011.0,Dizel,Yarı Otomatik Vites,2501-3000 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,166396,256500
17/04/2020,Infiniti,FX,FX35,2005.0,Benzin/LPG,Otomatik Vites,3001-3500 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,112220,78500
03/06/2020,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
18/04/2020,Isuzu,D-Max,2.5 Çift Kabin 4x4,2010.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,210000,68900
18/04/2020,Isuzu,D-Max,2.5 Çift Kabin 4x4,2016.0,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,95000,134750
18/04/2020,Isuzu,D-Max,3.0 D 4x4,2006.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,211000,65000
17/04/2020,Isuzu,D-Max,Diğer,2013.0,Dizel,Düz Vites,2001-2500 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,157600,64550
17/04/2020,Isuzu,D-Max,2.5 4x4 V-Cross,2016.0,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,56000,148750
17/04/2020,Isuzu,D-Max,2.5 4x4 V-Cross,2016.0,Dizel,Otomatik Vites,2001-2500 cc,Bilmiyorum,Bej ,Arazi Aracı,Galeriden,2. El,75000,148750
17/04/2020,Isuzu,D-Max,2.5 4x4 LTD,2017.0,Dizel,Düz Vites,2001-2500 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,103000,139750
17/04/2020,Isuzu,D-Max,2.5 4x4 T,2017.0,Dizel,Düz Vites,2001-2500 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,76000,137750
17/04/2020,Isuzu,D-Max,1.9 D V-Cross,2017.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Bej ,Arazi Aracı,Galeriden,2. El,63000,169900
09/04/2020,Audi,Q7,3.0 TDI Quattro,2006.0,Dizel,Otomatik Vites,2501-3000 cc,276-300 BG,Gri ,Arazi Aracı,Galeriden,2. El,274654,162750
11/06/2020,Jaguar,XF,2.0 D Prestige Plus,2015.0,Dizel,Yarı Otomatik Vites,1801-2000 cc,176-200 BG,Siyah ,Sedan,Galeriden,2. El,103000,349900
27/05/2020,Jaguar,XF,2.0 D Prestige Plus,2017.0,Dizel,Otomatik Vites,1801-2000 cc,176-200 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,26100,634500
12/05/2020,Jaguar,XJ,Diğer,2015.0,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,90560,546000
12/05/2020,Jaguar,XF,2.0 Luxury,2015.0,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,27127,369500
07/05/2020,Jaguar,S Type,4.2,2003.0,Benzin,Otomatik Vites,4001-4500 cc,151-175 BG,Kahverengi ,Sedan,Galeriden,2. El,174000,105000
18/04/2020,Jaguar,XJ,3.0 D Premium,2010.0,Dizel,Otomatik Vites,2501-3000 cc,Bilmiyorum,Bordo ,Sedan,Galeriden,2. El,126300,425000
18/04/2020,Jaguar,XF,2.0 R-Sport Plus,2015.0,Benzin,Otomatik Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,40000,355000
18/04/2020,Jaguar,Diğer,Diğer,2016.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,72000,325000
17/04/2020,Jaguar,Diğer,Diğer,2015.0,Dizel,Otomatik Vites,1801-2000 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,87000,273750
17/04/2020,Jaguar,Diğer,Diğer,2006.0,Dizel,Düz Vites,1801-2000 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,94000,54500
17/04/2020,Jaguar,XJ,2.0i Premium Luxury Sport Plus,2014.0,Benzin,Otomatik Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Sedan,Galeriden,2. El,112900,449500
25/03/2020,Hyundai,Tucson,1.6 GDI Style,2015.0,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,75000,160000
16/06/2020,Jeep,Grand Cherokee,3.0 CRD Limited,2014.0,Dizel,Otomatik Vites,2501-3000 cc,176-200 BG,Siyah ,Diğer,Galeriden,2. El,253000,420000
